employeeCode,employeeName,idNumber,hireDate,leaveDate,remark
EMP-0481,压测员工481,110101199001100480,2026-01-01,,
EMP-0482,压测员工482,110101199001100481,2026-01-01,,
EMP-0483,压测员工483,110101199001100482,2026-01-01,,
EMP-0484,压测员工484,110101199001100483,2026-01-01,,
EMP-0485,压测员工485,110101199001100484,2026-01-01,,
EMP-0486,压测员工486,110101199001100485,2026-01-01,,
EMP-0487,压测员工487,110101199001100486,2026-01-01,,
EMP-0488,压测员工488,110101199001100487,2026-01-01,,
EMP-0489,压测员工489,110101199001100488,2026-01-01,,
EMP-0490,压测员工490,110101199001100489,2026-01-01,,
EMP-0491,压测员工491,110101199001100490,2026-01-01,,
EMP-0492,压测员工492,110101199001100491,2026-01-01,,
EMP-0493,压测员工493,110101199001100492,2026-01-01,,
EMP-0494,压测员工494,110101199001100493,2026-01-01,,
EMP-0495,压测员工495,110101199001100494,2026-01-01,,
EMP-0496,压测员工496,110101199001100495,2026-01-01,,
EMP-0497,压测员工497,110101199001100496,2026-01-01,,
EMP-0498,压测员工498,110101199001100497,2026-01-01,,
EMP-0499,压测员工499,110101199001100498,2026-01-01,,
EMP-0500,压测员工500,110101199001100499,2026-01-01,,
